Date,Monthly_Return
2010-12-31,0.09050873742479859
2011-01-31,0.06188162595350333
2011-02-28,0.05955573114368984
2011-03-31,0.02489842935243769
2011-04-30,0.08302198821947182
2011-05-31,-0.06096434865818878
2011-06-30,-0.06656126566846332
2011-07-31,0.06461158302684433
2011-08-31,-0.007666427081351679
2011-09-30,-0.18329871215968274
2011-10-31,0.11187026208818263
2011-11-30,-0.03469186872914243
2011-12-31,-0.040275419630447784
2012-01-31,0.05656083121169453
2012-02-29,0.0678647939891015
2012-03-31,-0.01544669401262111
2012-04-30,0.006373822540794549
2012-05-31,-0.15514370044413772
2012-06-30,0.022533280070203165
2012-07-31,0.07155539864537741
2012-08-31,0.06168548730668033
2012-09-30,0.024106428105021394
2012-10-31,-0.04842797166229784
2012-11-30,0.01746750535177699
2012-12-31,-0.003877868386935379
2013-01-31,0.0016861098709481936
2013-02-28,-0.0850803663023989
2013-03-31,0.008623641358696199
2013-04-30,-0.019301980172678812
2013-05-31,-0.03245747290383083
2013-06-30,-0.02636080135611607
2013-07-31,0.030733615058185837
2013-08-31,0.04599310263615686
2013-09-30,0.007517686549517899
2013-10-31,-0.009215112080636856
2013-11-30,0.010138364577033432
2013-12-31,0.015370875702044318
2014-01-31,-0.030205716968439655
2014-02-28,0.06256518084519147
2014-03-31,-0.0032609231738719435
2014-04-30,0.022057668215276438
2014-05-31,-0.02024018856262433
2014-06-30,0.040036625901643585
2014-07-31,-0.05433071925527133
2014-08-31,-0.03019792390715903
2014-09-30,-0.09173554195686184
2014-10-31,-0.05303319479303725
2014-11-30,-0.10092155639952916
2014-12-31,-0.10542051571455746
2015-01-31,-0.08658967184774513
2015-02-28,0.06772699872763832
2015-03-31,-0.09764405575409674
2015-04-30,0.11616599580628151
2015-05-31,-0.038475262045189695
2015-06-30,0.043765007246181487
2015-07-31,-0.13320207099504366
2015-08-31,-0.014446217182384369
2015-09-30,-0.05070692621861994
2015-10-31,0.014277575824615196
2015-11-30,-0.08380030828494212
2015-12-31,-0.07224893726657944
2016-01-31,-0.07292354104846677
2016-02-29,-0.03708684466338641
2016-03-31,0.08085857354406834
2016-04-30,0.11517899981015978
2016-05-31,0.01055532567164974
2016-06-30,-0.03986091909010392
2016-07-31,-0.09070603670628397
2016-08-31,0.002254972324040594
2016-09-30,0.03294396925258214
2016-10-31,-0.06079833741441276
2016-11-30,0.03969991716278343
2016-12-31,0.024400037520139195
2017-01-31,0.011470144192790244
2017-02-28,-0.006746844903025573
2017-03-31,-0.02940019483974643
2017-04-30,0.005412750569236069
2017-05-31,-0.020654446121309955
2017-06-30,0.006035478490296509
2017-07-31,0.05152947783275352
2017-08-31,-0.013146645823296499
2017-09-30,0.06009565640600245
2017-10-31,0.02275650660261519
2017-11-30,0.025011230417903096
2017-12-31,0.02965647909593816
2018-01-31,0.08426746031003174
2018-02-28,-0.0463706836906802
2018-03-31,0.03196105766532531
2018-04-30,0.015117137686257998
2018-05-31,-0.009582762031676406
2018-06-30,-0.03479780181889536
2018-07-31,-0.01982293357678544
2018-08-31,-0.0020071142795118346
2018-09-30,0.03932900995349442
2018-10-31,-0.08289276142573265
2018-11-30,-0.09310742217045964
2018-12-31,-0.046836633486229906
2019-01-31,0.10682575661433913
2019-02-28,0.0441142591587933
2019-03-31,-0.023335663637964354
2019-04-30,0.0023308335831422333
2019-05-31,-0.08313005781932503
2019-06-30,0.045244670595063985
2019-07-31,-0.05167014531268044
2019-08-31,-0.044349772160327094
2019-09-30,0.023037119095730585
2019-10-31,0.0697405489334264
2019-11-30,-0.0004406467417575888
2019-12-31,0.07489771655735966
2020-01-31,-0.08756848673221451
2020-02-29,-0.08079875297563255
2020-03-31,-0.2065762382729961
2020-04-30,-0.02329305003311477
2020-05-31,0.06773722996529985
2020-06-30,0.044065380012931143
2020-07-31,0.12010990137951438
2020-08-31,0.0654029001227352
2020-09-30,-0.07083254107044146
2020-10-31,-0.02647096952587802
2020-11-30,0.13606051312143097
2020-12-31,0.0781498847035238
2021-01-31,0.04048565829177431
2021-02-28,0.12410365050412575
2021-03-31,-0.025706688717824555
2021-04-30,0.0944393649613462
2021-05-31,0.05546160812481804
2021-06-30,0.010304538762876625
2021-07-31,0.021884630645896852
2021-08-31,-0.030770343308051284
2021-09-30,0.026596995419242875
2021-10-31,0.08747189427241664
2021-11-30,-0.11969711617782175
2021-12-31,0.08142228390579809
2022-01-31,0.0713298993244218
2022-02-28,0.06228243960442925
2022-03-31,0.07261161135433047
2022-04-30,0.002134224696066944
2022-05-31,0.06150513099176669
2022-06-30,-0.11268317957574647
2022-07-31,-0.01653021010928002
2022-08-31,-0.056503262748309524
2022-09-30,-0.1094666683628821
2022-10-31,0.090724266990581
2022-11-30,0.045436489150734394
2022-12-31,-0.018200857104761492
2023-01-31,0.033802864161751156
2023-02-28,-0.06721763435056571
2023-03-31,0.02613975151581105
2023-04-30,0.00124857136505363
2023-05-31,-0.07050388087333948
2023-06-30,0.046296076281204135
2023-07-31,0.1078518694900008
2023-08-31,-0.014666904085289367
2023-09-30,-0.025437404837447497
2023-10-31,-0.02117068783827425
2023-11-30,0.018070883020914863
2023-12-31,-0.03004972483861934
2024-01-31,0.010096733407235714
2024-02-29,-0.017745230651099342
2024-03-31,0.04153226233514751
2024-04-30,0.01076056631550859
2024-05-31,0.010543546082941724
2024-06-30,-0.008359261418342645
2024-07-31,-0.013282076129033427
2024-08-31,0.004298986570554941
2024-09-30,0.023844107751179955
2024-10-31,-0.017746107043202897
2024-11-30,-0.03979326501001512
2024-12-31,0.005393903969663327
