Date,Monthly_Return
2010-12-31,0.07585826239092364
2011-01-31,-0.008234497114619432
2011-02-28,0.08030629523152366
2011-03-31,-0.006485063123669477
2011-04-30,0.036335205319715236
2011-05-31,0.03352114213741619
2011-06-30,0.009592774920948566
2011-07-31,-0.041247332526780145
2011-08-31,-0.10947899001695838
2011-09-30,-0.08483889509965559
2011-10-31,0.06566559848590936
2011-11-30,-0.02899752935184774
2011-12-31,-0.04106168373991881
2012-01-31,0.04267571694236483
2012-02-29,0.01659279713867634
2012-03-31,0.0322361615499247
2012-04-30,-0.005665980089116562
2012-05-31,-0.024649083299427166
2012-06-30,0.04660343231979769
2012-07-31,0.04141253660753197
2012-08-31,0.011219101995335379
2012-09-30,-0.005670632404041087
2012-10-31,0.03074647019822785
2012-11-30,0.01828232714761424
2012-12-31,0.02126157603879908
2013-01-31,0.0022365767841530104
2013-02-28,0.023889355427541892
2013-03-31,-0.0027050828616751454
2013-04-30,0.06202420664876995
2013-05-31,0.03182183117395132
2013-06-30,-0.03867940710162676
2013-07-31,0.07732329029606366
2013-08-31,-0.060557783312228386
2013-09-30,0.03307883067304673
2013-10-31,0.06019623765421955
2013-11-30,-0.014520603106597973
2013-12-31,0.013506557636233207
2014-01-31,0.03372977996345394
2014-02-28,0.06258793480751246
2014-03-31,-0.03463502437090549
2014-04-30,0.011946303435032446
2014-05-31,0.02664871565203386
2014-06-30,-0.030576296823301874
2014-07-31,0.006647874948851218
2014-08-31,0.036068470263184826
2014-09-30,-0.030025797699310797
2014-10-31,0.03594068165093378
2014-11-30,0.06323060731668573
2014-12-31,-0.005702676103620297
2015-01-31,0.07009564891693243
2015-02-28,0.014165369218385182
2015-03-31,0.009060079190173376
2015-04-30,-0.01601247984627785
2015-05-31,0.033840114873420646
2015-06-30,-0.04817913305156907
2015-07-31,0.06459963455611617
2015-08-31,-0.03194195681194445
2015-09-30,0.013498585888226833
2015-10-31,0.04513482412971692
2015-11-30,-0.04278119273077019
2015-12-31,-0.022559234959574237
2016-01-31,-0.060915608340341154
2016-02-29,-0.0696612592892284
2016-03-31,0.055002705661274076
2016-04-30,0.018883365673543206
2016-05-31,0.008949189407607028
2016-06-30,-0.10183720361769744
2016-07-31,0.05335707971730774
2016-08-31,0.011665345197071186
2016-09-30,-0.01564781425953765
2016-10-31,-0.05553200332717745
2016-11-30,-0.015627918731526136
2016-12-31,0.06338344416878994
2017-01-31,-0.04052299876531207
2017-02-28,0.05927325918518722
2017-03-31,-0.001898774771786016
2017-04-30,0.047558950040507364
2017-05-31,-0.012417958594687306
2017-06-30,-0.02656335583622038
2017-07-31,0.01847191378841928
2017-08-31,-0.013506721126035237
2017-09-30,-0.01671572820097489
2017-10-31,0.0021249347204035374
2017-11-30,-0.012644731211499782
2017-12-31,0.08698432347354101
2018-01-31,-0.03355090510165082
2018-02-28,-0.05179624124048654
2018-03-31,0.043298845264224006
2018-04-30,0.049933184850728285
2018-05-31,-0.014707874328436454
2018-06-30,0.0023977199660201176
2018-07-31,-0.005581590165491979
2018-08-31,-0.029819362702519392
2018-09-30,-0.024712444427862912
2018-10-31,-0.019661202077025042
2018-11-30,-0.051441502889562174
2018-12-31,-0.03317526562999584
2019-01-31,0.08748117882748674
2019-02-28,0.009941696010226542
2019-03-31,0.006781210576798813
2019-04-30,0.004689013057908031
2019-05-31,-0.04318627734380631
2019-06-30,0.007539218875785458
2019-07-31,-0.02764306143481554
2019-08-31,0.010592748334529833
2019-09-30,0.06818397966066336
2019-10-31,0.05334686081079121
2019-11-30,0.014170532704484096
2019-12-31,0.04397297805417488
2020-01-31,-0.026551308890074177
2020-02-29,-0.09545823587029656
2020-03-31,-0.18541747705461809
2020-04-30,0.04944687693086247
2020-05-31,-0.009369935111386285
2020-06-30,5.050930524475028e-05
2020-07-31,0.01805718215603158
2020-08-31,0.007765350884897604
2020-09-30,-0.05349061734521654
2020-10-31,-0.009972914412630263
2020-11-30,0.10602134356572379
2020-12-31,0.0283681905091544
2021-01-31,-0.013931214234941591
2021-02-28,0.0165275085577834
2021-03-31,0.025773215017335316
2021-04-30,0.05814796511356857
2021-05-31,0.01592494827354196
2021-06-30,-0.009600037552763951
2021-07-31,0.07569103564186341
2021-08-31,0.03688724403228094
2021-09-30,-0.0649936740152045
2021-10-31,0.036857231295810866
2021-11-30,0.023742986683345624
2021-12-31,0.03609505826261761
2022-01-31,-0.031456603974270525
2022-02-28,-0.03789189044296204
2022-03-31,0.03864953468432053
2022-04-30,-0.01792243974030494
2022-05-31,-0.06209989930793347
2022-06-30,-0.10323257161208577
2022-07-31,0.08339492085801758
2022-08-31,-0.10584393655203206
2022-09-30,-0.17294729441509005
2022-10-31,0.02949609401790565
2022-11-30,0.011119622760316306
2022-12-31,-0.007001857209378515
2023-01-31,0.07623121061948979
2023-02-28,-0.01333875206937607
2023-03-31,-0.07561188020939846
2023-04-30,0.06505275527492271
2023-05-31,-0.07148624875329512
2023-06-30,-0.0680777842116096
2023-07-31,0.07010439864751605
2023-08-31,-0.03896779789352345
2023-09-30,-0.031222001389365484
2023-10-31,-0.03697312563913313
2023-11-30,0.1170593762950991
2023-12-31,0.09538274826163473
2024-01-31,-0.03404635505727294
2024-02-29,-0.07149086822824868
2024-03-31,0.07499414001444582
2024-04-30,-0.0303243907052676
2024-05-31,0.04062293714743381
2024-06-30,-0.022528171376467232
2024-07-31,0.033553467845724105
2024-08-31,-0.009694331539249368
2024-09-30,0.024938192185665287
2024-10-31,-0.07624540424756454
2024-11-30,-0.021024644882026378
2024-12-31,-0.06379034677460527
