Price,Close,High,Low,Open,Volume
Ticker,VNQI,VNQI,VNQI,VNQI,VNQI
Date,,,,,
2010-11-01,28.220321655273438,28.338303772835438,28.046156046124015,28.310213098632257,19200
2010-11-02,28.55741310119629,28.574267075267738,28.456284970405907,28.557413101196286,41200
2010-11-03,28.855173110961914,28.855173110961914,28.46189735254317,28.658534160162308,76500
2010-11-04,29.4057674407959,30.439520142750244,28.990018163009218,29.51251286331762,90700
2010-11-05,29.332725524902344,29.366435615780052,29.21474342160158,29.293398157135424,89500
2010-11-08,29.169790267944336,29.501265254770082,29.02933480137716,29.25968382400045,92600
2010-11-09,28.652917861938477,29.265303839224774,28.652917861938477,29.265303839224774,70100
2010-11-10,28.748428344726562,28.78775785321537,28.433809422261472,28.754047764445254,66500
2010-11-11,28.388870239257812,28.473144412159865,28.265270833697713,28.473144412159865,26500
2010-11-12,28.06862449645996,28.355154895110317,27.950642399688956,28.355154895110317,44200
2010-11-15,27.950632095336914,28.231542970666933,27.950632095336914,28.20906958627736,29000
2010-11-16,27.400054931640625,27.82142136604383,27.248362758073814,27.82142136604383,78400
2010-11-17,27.461864471435547,27.57984659645386,27.42253709642944,27.473101170463174,37500
2010-11-18,27.88884162902832,27.933788414357686,27.7820962286421,27.843896986879635,25000
2010-11-19,27.64163589477539,27.64725317036673,27.40005232392178,27.585452422960415,20200
2010-11-22,27.422536849975586,27.523664997134187,27.10791570957314,27.416917428921675,32800
2010-11-23,26.77643585205078,26.98430938744018,26.675307722795225,26.98430938744018,44600
2010-11-24,27.19780921936035,27.203426497658867,27.051736408604253,27.169718541505105,39300
2010-11-26,26.804523468017578,26.88317819443448,26.759578828571016,26.81576016367436,14400
2010-11-29,26.860702514648438,26.871939208451312,26.562935486822713,26.753954995111208,40400
2010-11-30,26.66407012939453,26.798908344928858,26.5011412440516,26.55732472684954,18200
2010-12-01,27.343875885009766,27.38320539698604,27.12476564652653,27.26522114741895,19100
2010-12-02,27.78209686279297,27.787714139497016,27.37758435831805,27.37758435831805,25900
2010-12-03,27.87198829650879,27.900078966394712,27.6135507044691,27.664114767536063,10700
2010-12-06,27.798946380615234,27.810183075403106,27.613546274566353,27.675344881129053,29900
2010-12-07,27.686586380004883,28.085481613057937,27.686586380004883,28.085481613057937,35000
2010-12-08,27.669734954833984,27.75962639383311,27.512425472380755,27.692208350379005,20600
2010-12-09,27.65288734436035,27.748396082637566,27.53490306218418,27.748396082637566,16400
2010-12-10,27.765239715576172,27.765239715576172,27.596693559362226,27.675348289383358,44700
2010-12-13,27.900083541870117,28.074249152814325,27.832665494451525,27.928174216362773,74600
2010-12-14,28.0349063873291,28.383235274786532,27.989959618274,28.310197846661943,30300
2010-12-15,27.714685440063477,28.01245046959128,27.6697386429824,27.973123093735957,27300
2010-12-16,27.765239715576172,27.78771310791954,27.574222310199513,27.78771310791954,15100
2010-12-17,27.546131134033203,27.709060023427323,27.512423186697028,27.709060023427323,10300
2010-12-20,27.64163589477539,27.765235246407713,27.518034399962758,27.765235246407713,134400
2010-12-21,27.87760353088379,27.98996834537631,27.827039471521182,27.98996834537631,16000
2010-12-22,28.13102149963379,28.13102149963379,28.062990612784773,28.10834597912605,11000
2010-12-23,28.170711517333984,28.442837277174995,28.085673433881773,28.442837277174995,270200
2010-12-27,28.22740364074707,28.23307198082456,28.045986480983526,28.1707094266565,40200
2010-12-28,28.176380157470703,28.312441947063142,28.142363628741016,28.312441947063142,22500
2010-12-29,28.482521057128906,28.550551948650664,28.40314916057996,28.550551948650664,30200
2010-12-30,28.505199432373047,28.505199432373043,28.40315200354462,28.493860588873968,20400
2010-12-31,28.686609268188477,28.692279769819763,28.44850010357949,28.505192143916094,14900
2011-01-03,28.862361907958984,29.043779056458984,28.777321673434546,29.043779056458984,73100
2011-01-04,28.958744049072266,29.11748353014216,28.771656378385693,29.11748353014216,37200
2011-01-05,29.08346176147461,29.10613944401779,28.913383467726433,28.936061150269612,24200
2011-01-06,28.77733039855957,29.06646555347642,28.67528511391889,29.06646555347642,25300
2011-01-07,28.680938720703125,28.941725546430476,28.488182770673653,28.941725546430476,24300
2011-01-10,28.5618953704834,28.595909740366444,28.34646165634939,28.595909740366444,33900
2011-01-11,28.663938522338867,28.78299312446654,28.607244309899688,28.78299312446654,25200
2011-01-12,29.106149673461914,29.123156860015108,28.913393629425865,29.07780364165206,26200
2011-01-13,29.111804962158203,29.502987378799464,29.07212010288483,29.502987378799464,23300
2011-01-14,29.168516159057617,29.19686219467501,28.992767277967562,29.05512985392416,25000
