Price,Close,High,Low,Open,Volume
Ticker,HYG,HYG,HYG,HYG,HYG
Date,,,,,
2010-11-01,39.836463928222656,40.026857297277296,39.82760653723135,39.98258047663538,921400
2010-11-02,40.03129577636719,40.0357210948395,39.880750495665744,39.93831003875723,859800
2010-11-03,40.16416931152344,40.20402086722,40.000341143631935,40.049046723866994,1301600
2010-11-04,40.686614990234375,40.722037818836576,40.31911074422699,40.32353944232898,1495800
2010-11-05,40.6423225402832,40.686599369983924,40.52277138417514,40.637893843881464,1281500
2010-11-08,40.52278518676758,40.64233638359635,40.49179105760951,40.602484858617856,1178800
2010-11-09,40.40765380859375,40.59804722369794,40.33680817594768,40.59804722369794,705400
2010-11-10,40.075584411621094,40.40323711468123,40.06230169608046,40.40323711468123,1250800
2010-11-11,39.91619873046875,40.08445214841362,39.76565335390094,40.04460398815346,1051000
2010-11-12,39.77007293701172,39.960466430196774,39.77007293701172,39.911760882304755,1088500
2010-11-15,39.694793701171875,39.938318011888114,39.66822489450535,39.92503529760804,1071300
2010-11-16,39.25641632080078,39.71689915099398,39.18114203565623,39.663768335719844,1674100
2010-11-17,39.45569610595703,39.57081859730193,39.406990566469055,39.51768436019509,1827000
2010-11-18,39.95602798461914,39.95602798461914,39.663798146663,39.770063235182846,1197000
2010-11-19,39.94274139404297,39.94274139404297,39.778913390808285,39.84975902834953,592000
2010-11-22,39.663795471191406,39.82762010117011,39.646084061281755,39.743495126731816,424600
2010-11-23,39.119171142578125,39.57522885870546,39.105888432882026,39.57522885870546,1975700
2010-11-24,39.353858947753906,39.41584720611633,39.21659971539522,39.21659971539522,690700
2010-11-26,39.212162017822266,39.349424596784274,39.19002528954874,39.30514438402533,365000
2010-11-29,39.31401443481445,39.415850849491584,39.17675518976831,39.190037906629925,598300
2010-11-30,39.40256118774414,39.46012412147482,39.150179477535666,39.22545044522269,1459300
2010-12-01,39.76713943481445,39.78051049088766,39.57547969642644,39.660167585655074,1710800
2010-12-02,39.78942108154297,39.81170844075179,39.66907818330666,39.78496633016007,775600
2010-12-03,39.85630416870117,39.869675232186175,39.74041935144736,39.75824516904359,1621000
2010-12-06,39.834014892578125,39.85629886189417,39.77161433757287,39.85629886189417,776300
2010-12-07,40.039058685302734,40.07471712839789,39.967741799112424,40.034600529771765,946300
2010-12-08,39.909793853759766,40.114824772304665,39.851851442184845,39.99448179424112,1216200
2010-12-09,39.825111389160156,39.96774176082785,39.82065323363346,39.96774176082785,457200
2010-12-10,39.84291458129883,39.940973535366474,39.80725616153349,39.89194405833265,613100
2010-12-13,39.64236831665039,39.923170907980726,39.58888065138808,39.847399265958046,1176600
2010-12-14,39.83846664428711,39.84738295180185,39.61560656446783,39.84738295180185,1366900
2010-12-15,39.68248748779297,39.847405263408,39.62900321505706,39.847405263408,566500
2010-12-16,39.82953643798828,39.82953643798828,39.5710180415435,39.62450566167557,498600
2010-12-17,39.88751220703125,39.905341428670276,39.77162736724204,39.82511163158281,989700
2010-12-20,39.95881271362305,39.95881271362305,39.89195401002757,39.94989640617036,587700
