Price,Close,High,Low,Open,Volume
Ticker,AGG,AGG,AGG,AGG,AGG
Date,,,,,
2010-11-01,73.11319732666016,73.28883281675114,73.03888802165012,73.2145235117411,737100
2010-11-02,73.24162292480469,73.27540179146938,73.18082714952597,73.27540179146938,1052600
2010-11-03,73.2280502319336,73.51177390887013,73.15374091360351,73.36991207040187,462600
2010-11-04,73.57937622070312,73.62666353219221,73.41049222910918,73.46453634336254,626100
2010-11-05,73.3767318725586,73.46454970874916,73.30917414048592,73.3767318725586,1150200
2010-11-08,73.34294891357422,73.46454560901536,73.32268365665588,73.36997097410904,370500
2010-11-09,72.98489379882812,73.36319222529262,72.95787174637644,73.32941852517516,686800
2010-11-10,72.924072265625,73.05242568998311,72.70114941532941,72.9781163552419,910100
2010-11-11,72.91739654541016,72.95792707786137,72.82957351985459,72.9241481981964,425100
2010-11-12,72.62684631347656,72.91732687768655,72.62684631347656,72.82275228970455,759500
2010-11-15,72.22828674316406,72.55254619598877,72.20802149372425,72.4849936465463,2020300
2010-11-16,72.40394592285156,72.42421117744924,72.06617793574253,72.2891060441778,1459500
2010-11-17,72.42420196533203,72.59984273938835,72.38367146129204,72.50526812734182,822500
2010-11-18,72.40394592285156,72.41745437460652,72.23506192929705,72.33639335621585,916100
2010-11-19,72.48500061035156,72.53228791489721,72.41069125264701,72.43095650403377,658200
2010-11-22,72.6606216430664,72.69440049121852,72.57956065378713,72.57956065378713,512200
2010-11-23,72.7349853515625,72.883604148231,72.7349853515625,72.84982527483089,412300
2010-11-24,72.38367462158203,72.63361961264772,72.37691781930376,72.6201111620212,740700
2010-11-26,72.53227996826172,72.56605366556286,72.43094856850014,72.43770536953201,134200
2010-11-29,72.57958221435547,72.68090848105466,72.5187813004058,72.68090848105466,658900
2010-11-30,72.53227996826172,72.78222491322065,72.50525791806336,72.78222491322065,767900
2010-12-01,72.15406036376953,72.35776719022248,72.14726858203764,72.35776719022248,950600
2010-12-02,72.01144409179688,72.21515086184539,72.00465231194556,72.19478070290155,1124900
2010-12-03,72.15406036376953,72.3170268610542,72.05899614196919,72.27628653188592,660000
2010-12-06,72.41889953613281,72.41889953613281,72.24914121803621,72.2830897732879,2606200
2010-12-07,71.85531616210938,72.2016246562303,71.76025189793717,72.1540925241442,1214600
2010-12-08,71.50898742675781,71.67195913116292,71.25095666570164,71.67195913116292,1856200
2010-12-09,71.63800811767578,71.72628057545428,71.48182819017718,71.62442973209932,805800
2010-12-10,71.50218200683594,71.6311947631047,71.44106633861513,71.6311947631047,1217500
2010-12-13,71.54975891113281,71.62445300760788,71.27814448582477,71.34604679699821,1813000
2010-12-14,71.14910125732422,71.48861787350204,71.02687506827571,71.40713720121131,941200
2010-12-15,71.02687072753906,71.2916932575244,70.86390421230473,71.20342080773332,1357500
2010-12-16,71.16265869140625,71.18981545178927,70.8231421999026,70.95894672425986,1647800
2010-12-17,71.54975891113281,71.57692087172505,71.18308021405909,71.18308021405909,1579300
2010-12-20,71.59725952148438,71.7534342503554,71.4750333429448,71.5768893551631,930100
2010-12-21,71.7330322265625,71.73982400585727,71.55648222916612,71.6311762595796,1520300
2010-12-22,71.65154266357422,71.78056056036826,71.5700620387438,71.78056056036826,669500
2010-12-23,71.51577758789062,71.59726343824539,71.46824547033674,71.57689327080976,1285800
2010-12-27,71.719482421875,71.76022275265537,71.40712779779804,71.54293235414046,686600
2010-12-28,71.29985809326172,71.72223113288725,71.29985809326172,71.6404841949168,709000
2010-12-29,71.80391693115234,71.85160433342558,71.31341496632076,71.33385168193257,487100
2010-12-30,71.74944305419922,71.79713047474759,71.59956681889318,71.72219235709457,780500
2010-12-31,72.04238891601562,72.04238891601562,71.78351506336546,71.7903238401834,551600
2011-01-03,71.96063232421875,71.99469699634025,71.73582315985023,71.803947306554,739700
2011-01-04,71.98110961914062,72.05604257906104,71.87210677281678,71.99473237616021,625500
2011-01-05,71.63363647460938,71.77669874621013,71.49057420300862,71.72219734820811,864200
2011-01-06,71.64725494384766,71.74262978588209,71.60638149655834,71.74262978588209,2032600
2011-01-07,71.87886810302734,71.94699223331192,71.65405379530407,71.74261464492022,968500
2011-01-10,72.06962585449219,72.06962585449219,71.90612688390839,71.93337238105688,566000
2011-01-11,71.92662811279297,72.08331325084312,71.83125319462073,72.08331325084312,620800
2011-01-12,71.9197998046875,71.9402365405751,71.74267276442473,71.86529837729246,562400
2011-01-13,72.17864227294922,72.17864227294922,71.81757956980769,71.82439354464242,943500
2011-01-14,72.02879333496094,72.21272913167996,72.02879333496094,72.20591515475215,751900
2011-01-18,71.98110961914062,72.03560584476077,71.8448560612358,72.0015463534409,445200
2011-01-19,71.99473571777344,72.04923714346504,71.8925468439872,71.91298357923604,912100
2011-01-20,71.72218322753906,71.92656083103905,71.66768184026729,71.87887341656084,846300
2011-01-21,71.9469985961914,71.9469985961914,71.69493357455448,71.70174754744694,578200
2011-01-24,71.9061508178711,72.00152568225205,71.86527216346477,71.86527216346477,535300
2011-01-25,72.13098907470703,72.16505376750649,71.85849232248094,71.9198025324691,483400
2011-01-26,71.89248657226562,72.06279948661195,71.87886382603449,72.03554879661202,568400
2011-01-27,72.01514434814453,72.04239505035538,71.88570481202802,71.96745691866055,598500
2011-01-28,72.11731719970703,72.19225531479438,71.92656752404429,71.94019027336068,783100
2011-01-31,71.98110961914062,72.17185940266559,71.9334169757176,72.11054400222297,1691500
2011-02-01,71.82801818847656,71.9236791325719,71.76651888834071,71.91684471852783,700500
2011-02-02,71.74604034423828,71.90320063115131,71.66404299283167,71.84853573021357,513000
2011-02-03,71.47950744628906,71.65716564841414,71.47950744628906,71.60250078420205,912300
2011-02-04,71.24036407470703,71.49317998027225,71.1993628148656,71.38385545132948,1116600
2011-02-07,71.2677230834961,71.2882211144953,71.1378952696598,71.17889133165822,604700
2011-02-08,71.06275177001953,71.28140618232506,71.0012576602144,71.27457176574703,741000
2011-02-09,71.19255065917969,71.28137718603112,71.01489239234652,71.09005530473247,518100
2011-02-10,70.98758697509766,71.17890892923214,70.96025452263098,71.13791285709826,520800
2011-02-11,71.2677230834961,71.3087191454945,71.11056282395053,71.27455228507517,797200
2011-02-14,71.30184936523438,71.37017783905131,71.206188459265,71.206188459265,1024900
2011-02-15,71.39071655273438,71.39754575432016,71.28138676978992,71.30188480080926,513500
2011-02-16,71.39071655273438,71.50687553726463,71.33605166126215,71.39071655273438,474800
2011-02-17,71.56157684326172,71.62307096761138,71.51374634216744,71.54107358867819,606300
2011-02-18,71.53417205810547,71.55467007883058,71.40434430934195,71.45217476207667,694400
2011-02-22,71.79390716552734,71.84173767477282,71.60941954790466,71.61624875412936,1033400
2011-02-23,71.84855651855469,71.94421751630792,71.77339356130096,71.88271818167605,707000
2011-02-24,71.86212158203125,71.97828046097167,71.85529238665328,71.90995201530826,1135300
2011-02-25,72.05349731445312,72.06716614170543,71.91684032071096,71.93050393483311,542000
2011-02-28,72.19021606445312,72.19021606445312,72.060388169519,72.10821867610512,558200
2011-03-01,72.13195037841797,72.20046372432274,71.9743702055603,72.00862426489608,735700
2011-03-02,72.01542663574219,72.20726596055869,72.0017208398384,72.15245323140267,506200
2011-03-03,71.7619400024414,71.88526606090902,71.72083305869583,71.87841838843869,618700
2011-03-04,71.95378875732422,72.01545440821323,71.83731558337244,71.86472195851961,761700
2011-03-07,71.9880599975586,72.0908326146335,71.80992114311093,71.89899318395099,621200
2011-03-08,71.9332504272461,71.98806318908044,71.87158999060696,71.90584404632892,527200
2011-03-09,72.10457611083984,72.19364820469971,71.91273656596557,71.97440226380976,590600
2011-03-10,72.35801696777344,72.39227623911727,72.13191832225831,72.22099033685991,467900
2011-03-11,72.37175750732422,72.447123764117,72.28954357426576,72.37861041082368,473800
2011-03-14,72.4128189086914,72.6115111529373,72.4128189086914,72.50188568277537,415900
2011-03-15,72.44025421142578,72.66634768629174,72.42654840856589,72.62524073217651,672500
