"",Volatility,Return,Sharpe_Ratio,AGG,LQD,HYG,IWDA.L,EEM,VNQI,DBC,GLD,IGF,Moneymarket,IUKP.L
0,0.11052886870207293,0.07846146027680563,0.7098730060134426,0.14814430070307313,0.027519507971531153,0.03724597290507514,0.10156145601677373,0.04919987135481254,0.01009887957885161,0.0902816749143374,0.03890767098779427,0.081234585141352,0.3176897982774153,0.09811628214898375
1,0.1142647976633379,0.09924643507940567,0.8685652721481089,0.06190134988455346,0.07877457317927625,0.14647843531458,0.08702939273641648,0.002460675262163787,0.016621575410617494,0.23974423353937296,0.03456793680567678,0.03467350240268701,0.27957790389016685,0.01817042157448888
2,0.115133802052176,0.0623536615331053,0.5415756313237015,0.2330322272114202,0.042201923705561514,0.14893132765221154,0.017783730936353243,0.037911291497813214,0.0022787950249220663,0.009459373370510652,0.09619782287367493,0.06896894786676855,0.24300690449744294,0.10022765536332114
3,0.11617822959803566,0.08632651855084977,0.7430524535408257,0.05203750990870478,0.1874468691453245,0.13294762537120391,0.05989769171571411,0.00736686536872422,0.029445888891011823,0.18475306683894885,0.061912240314433285,0.008854447776216707,0.25582845956795053,0.019509335101767365
4,0.11703508563559191,0.09537727014444972,0.8149459593802718,0.04042513477940212,0.032162838405900125,0.19610696636223557,0.08456246901655727,0.01282008481871962,0.023844209584083207,0.08041411004105858,0.056878087297468974,0.14376909778974717,0.30246727534228324,0.026549726562544083
5,0.11771710755673516,0.08840726588220547,0.7510145952201258,0.21199433527688558,0.055202488933717736,0.05320008194001552,0.12937692923418884,0.05760211718960884,0.02185144288939555,0.12544021651862985,0.07219908711206138,0.010320441958205723,0.25612155224539873,0.006691306701892335
6,0.11868408692914467,0.07494300978737059,0.6314495205419759,0.2698262290699015,0.0030103061505007854,0.005600614692559429,0.06268991997986002,0.12256615069104204,0.007536461457550014,0.1277990031791344,0.005193061534743307,0.06552521208911434,0.2510420978981259,0.07921094325746827
7,0.11925191759240877,0.09603077914706011,0.805276603394201,0.2032846677408519,0.021287907241923372,0.002162833108009403,0.046725391179457065,0.057713132218191875,0.02066573442071086,0.1680617541938318,0.14497999488007485,0.06083474396883327,0.244556270368129,0.02972757067998659
8,0.11992865846887528,0.09504277652063943,0.7924942856365361,0.08059301578606708,0.0571034833208946,0.08278514490950124,0.02561080441619463,0.02656295487162323,0.008017493361328835,0.08251973299737848,0.21793425624765464,0.09545347628050646,0.2564790763172919,0.06694056149155903
9,0.12083937560318529,0.10059050667419359,0.832431532950937,0.09361704186604904,0.014495350656329346,0.1553394606546052,0.005807404940342714,0.019824439735751848,0.0029111370701307834,0.13770311439232358,0.19076619083882485,0.09639647510319886,0.2274165969658053,0.05572278777663853
10,0.12208321135677336,0.08717103766616872,0.7140296908755288,0.10124068922938118,0.011221125065013497,0.19922381559827623,0.017985396181534476,0.006619799402636849,0.0035526809160693566,0.16201871636975698,0.1010000005089389,0.06330956656870065,0.18923522311465404,0.14459298704503795
11,0.12241117570941627,0.09338181719193744,0.762853690855893,0.0841827634668847,0.0008260505694159841,0.020432752297312527,0.16227102238321178,0.06534172945193333,0.020416280485175006,0.1610601536060733,0.0345256791190841,0.039404593529698044,0.26762710534783174,0.14391186974337947
12,0.123499807024001,0.10374945811693644,0.8400778966138281,0.15976519733884564,0.036783233875575964,0.062331247356794864,0.06086720834339879,0.05510685649739276,0.01600511883169946,0.2374218941937515,0.07556121265423149,0.0627355293706475,0.2240658346186542,0.009356666919007843
13,0.1239751076262871,0.1100758505308736,0.8878867107959149,0.02393694715073546,0.055825413523610534,0.05047533447897174,0.11548226164114611,0.04236850566020645,0.0066166646982257025,0.21652296861303671,0.1638380381197609,0.0047739975394495695,0.22996594143160592,0.090193927143251
14,0.1251335980584935,0.0993809365495628,0.794198665198673,0.10217641264811811,0.0371370692514204,0.02875969338487607,0.003196818280851443,0.11676350876432927,0.00266501314767608,0.14388316069803914,0.24199276506567502,0.028923220122831887,0.2263542735641833,0.06814806507199915
15,0.1259834717010856,0.10227059505674141,0.8117778759057658,0.1732305397258094,0.0138345008291735,0.14927381624881433,5.104923370446635e-05,0.021051556616695104,0.013575221512521307,0.1819643898403541,0.15381312957114343,0.09438506442691583,0.18193435199412253,0.01688638000074604
16,0.12702816121334437,0.11978645007033144,0.9429912936325163,0.044240455991244335,0.04127403458942377,0.0013451804818251662,0.06627007843880388,0.061246876277897135,0.04334666939971996,0.2704549148662208,0.15176264972805942,0.05801324092595085,0.25103044622374293,0.011015453077111692
17,0.12751887756588362,0.10832847285452563,0.8495093034249527,0.09849001366277091,0.031368079179791314,0.0005077371022997477,0.11807019147359561,0.057200967823168844,0.023152254002280184,0.17762055958158535,0.14869893610525442,0.05348768629804783,0.22373732202982208,0.06766625274138367
18,0.12870310178566155,0.11089571048133003,0.8616397658077624,0.04739493960223626,0.035450816045316726,0.06077922263282008,0.09812604027345967,0.06889909368754812,0.0029284257941629894,0.22249111495667384,0.1308804788868161,0.039940506081667576,0.20639980931185153,0.08670955272744706
19,0.1289346520988653,0.11318768969867414,0.8778686556030213,0.04993065320078854,0.03681729351183978,0.0073112969443401106,0.22091051388083102,0.027455772948273983,0.025963577776811006,0.21309080338506864,0.04122296881562902,0.05156145261982901,0.24867180533642647,0.07706386158016244
20,0.13033680914939438,0.10676076821826623,0.8191144843502738,0.04725693649530483,0.010180158724446026,0.18242155012525518,0.06474762805457678,0.05309338921815149,0.058245508449120666,0.1567240736794834,0.17732289693547984,0.00936160953336931,0.1912109591726569,0.04943528961215555
