"",Volatility,Return,Sharpe_Ratio,AGG,LQD,HYG,IWDA.L,EEM,VNQI,DBC,GLD,IGF,Moneymarket,IUKP.L
0,0.10009837770800431,0.026772658366711343,0.267463459246158,0.02549576281653567,0.030599441120291615,0.2654776100751993,0.014811190182878091,0.02731105267381981,0.043651543721371415,0.0776462130099426,0.030715359603325918,0.030170795358272322,0.32409765562651965,0.13002337581184353
1,0.10162148841671541,0.05431896391366238,0.5345224200113922,0.06605561700070436,0.0018065726882054616,0.10864313757456792,0.008192298640328666,0.038779583410414604,0.048468356970052966,0.003784434061865168,0.3687460756195845,0.000995100799734312,0.3475383600558992,0.006990463178642779
2,0.10393367550381265,0.032303473177411154,0.31080853266106373,0.0035398501452245375,0.2886129631198056,0.10985464231422774,0.0843690287075848,0.010442376509720637,0.005817660286298348,0.06282276539691478,0.016608035706237763,0.04685098959191343,0.29597035665762367,0.07511133156444869
3,0.10452241348533038,0.047631067825398374,0.45570195173577144,0.05420354102857355,0.11735419210621156,0.023764465339849515,0.06731626046043729,0.027707164481803388,0.0522014428165341,0.008705645154536302,0.23212446910158388,0.04953026972689843,0.3143526254259179,0.05273992435765399
4,0.10568344963049053,0.022975302223495878,0.21739735316954792,0.14031310738141448,0.15902976209392333,0.15935662837511735,0.003797830920820482,0.0508534292417183,0.00976777783443431,0.050153062618420625,0.035375978701843155,0.0242271472753732,0.2306060177049831,0.13651925785195154
5,0.10673494214545812,0.03607741202510135,0.338009383805494,0.24850848363526265,0.0340059895405608,0.01792641063081578,0.05984964333292275,0.04319449210975434,0.019028470910562346,0.09026631194156051,0.11807236201633403,0.05654583756246725,0.23767243606645214,0.07492956225330726
6,0.10746935833061838,0.041269291957969606,0.384009848007177,0.2086680078896603,0.057945356357455464,0.036611873321302314,0.08032307803193763,0.023481360670615698,0.024512306274857825,0.020592109363505473,0.12209188456444693,0.11297453109172245,0.26217212405499374,0.050627368379502
7,0.10825015208140222,0.0444772241084125,0.4108744722590912,0.1529482693340039,0.010660602083295553,0.023324876706448512,0.004605466623284421,0.018753729969098774,0.028030884795745104,0.1810302240282211,0.26064144748748,0.02066773301913742,0.24647475907604932,0.052862006877235725
8,0.10876454528307061,0.03175762468908657,0.2919850821463389,0.140035881733355,0.2000300286684204,0.15195138566612035,0.007240332683372025,0.0394626498085307,0.02434524654065009,0.06121535717334096,0.10944670590868824,0.0026881020257046397,0.2018633159136278,0.06172099387818971
9,0.11012443318118677,0.03971548884078816,0.3606419365214313,0.021716949603043316,0.22588741700732665,0.03089282749813098,0.015437115991835493,0.02709316769187805,0.026179706015851414,0.19569427040038243,0.14036738340594146,0.03167025433138601,0.25914336515856556,0.025917542895658587
10,0.1103894776299617,0.04616036320784521,0.41815908725087086,0.09003129611095935,0.09548508168006677,0.17046523709749728,0.03333822279835278,0.005762981400588151,0.0009810062843670358,0.031613948323554034,0.22544984382983363,0.06594331799614427,0.21596877973927517,0.06496028473936145
11,0.11160666437607351,0.04499212021153743,0.4031311253952586,0.07246912649850251,0.2099300369675991,0.07365812048181132,0.03756530853013717,0.06587649334804645,0.03183221112732476,0.01108358204320966,0.22484047644812366,0.0035522465029511675,0.23708867820876406,0.032103719843530144
12,0.11279368611275283,0.05015736678952121,0.44468239773086243,0.08244163195970525,0.07461211052635333,0.17696407199503825,0.09058486219143526,0.007061583153678688,0.02897518965418815,0.043355041614177976,0.22081070303507844,0.019395627948043757,0.21627098610334772,0.03952819181895327
13,0.11287641815839584,0.047832952092050324,0.42376390810813896,0.1953626471641339,0.12787472886025206,0.002798789338868677,0.2132869313137189,0.026530905590735402,0.020661089035536793,0.016079805885443933,0.11709263080536923,0.013108962533315597,0.23090483059927186,0.03629867887335367
14,0.11438816847034161,0.050013550652375935,0.4372266058735207,0.043571747877057455,0.17561273365952704,0.12108835122121733,0.12813877996808373,0.03894493829317342,0.01761438648232215,0.07656070413263796,0.16001475609923566,0.001228001224881432,0.22995785348900694,0.007267747552856826
15,0.11461442788159054,0.06105122892649925,0.5326661752355643,0.014992936372403214,0.03541584338537568,0.005762118243346522,0.2371309342301735,0.06901410958944182,0.06331001963004544,0.035617226454106886,0.19019362803466824,0.011370665671494327,0.32659877241203344,0.010593745976910887
